20230904,71200
20230901,71000
20230831,66900
20230830,67100
20230829,66800
20230828,66800
20230825,67100
20230824,68200
20230823,67100
20230822,66600
20230821,66600
20230818,66300
20230817,66700
20230816,67000
20230814,67300
20230811,67500
20230810,68000
20230809,68900
20230808,67600
20230807,68500
20230804,68300
20230803,68800
20230802,69900
20230801,71100
20230731,69800
20230728,70600
20230727,71700
20230726,69800
20230725,70000
20230724,70400
